"","count","taxon.id","taxon.rank","taxon.name","establishment","endemic"
"2984",5,78711,"species","Potamogeton illinoensis","native",""
"2985",5,78794,"species","Pyrola minor","native",""
"2986",5,78927,"species","Sagittaria rigida","native",""
"2987",5,79437,"species","Triglochin scilloides","native",""
"2988",5,79466,"species","Utricularia minor","native",""
"2989",5,79549,"species","Zeltnera exaltata","native",""
"2990",5,82203,"species","Myrica gale","native",""
"2991",5,122970,"species","Helianthus tuberosus","native",""
"2992",5,129607,"species","Symphyotrichum laeve","native",""
"2993",5,143678,"species","Polystichum andersonii","native",""
"2994",5,148137,"species","Lygodesmia juncea","native",""
"2995",5,152962,"species","Carex retrorsa","native",""
"2996",5,158277,"species","Amelanchier pallida","native",""
"2997",5,158837,"species","Astragalus australis","native",""
"2998",5,159003,"species","Astragalus solitarius","native",""
"2999",5,162599,"species","Eriogonum crosbyae","native",""
"3000",5,163184,"species","Galium palustre","native",""
"3001",5,163465,"species","Gymnosteris nudicaulis","native",""
"3002",5,164881,"species","Lupinus burkei","native",""
"3003",5,474721,"species","Erythranthe caespitosa","native",""
"3004",5,504792,"species","Townsendia montana","native",""
"3005",5,771824,"species","Diplacus jepsonii","native",""
"3006",5,772231,"species","Heuchera merriamii","native",""
"3007",5,772996,"species","Sporobolus hookerianus","native",""
"3008",5,836821,"species","Cherleria obtusiloba","native",""
"3009",5,836878,"species","Sabulina macra","native",""
"3010",5,1351307,"species","Heterotheca hirsuta","native",""
"3011",4,48990,"species","Scoliopus bigelovii","native",""
"3012",4,50795,"species","Ancistrocarphus filagineus","native",""
"3013",4,54808,"species","Fraxinus pennsylvanica","native",""
"3014",4,56981,"species","Rigiopappus leptocladus","native",""
"3015",4,57623,"species","Elodea nuttallii","native",""
"3016",4,58135,"species","Crassula aquatica","native",""
"3017",4,58229,"species","Plantago elongata","native",""
"3018",4,58917,"species","Geranium carolinianum","native",""
"3019",4,59065,"species","Eleocharis rostellata","native",""
"3020",4,59066,"species","Schoenoplectus americanus","native",""
"3021",4,59108,"species","Potamogeton nodosus","native",""
"3022",4,59664,"species","Gilia modocensis","native",""
"3023",4,60125,"species","Cicuta maculata","native",""
"3024",4,61020,"species","Trifolium macraei","native",""
"3025",4,61357,"species","Sidalcea glaucescens","native",""
"3026",4,61470,"species","Rhinanthus minor","native",""
"3027",4,62352,"species","Lobelia dortmanna","native",""
"3028",4,63802,"species","Pyrola chlorantha","native",""
"3029",4,63924,"species","Ericameria arborescens","native",""
"3030",4,64270,"species","Eriogonum luteolum","native",""
"3031",4,75463,"species","Antennaria howellii","native",""
"3032",4,75494,"species","Arabis eschscholtziana","native",""
"3033",4,75629,"species","Astragalus californicus","native",""
"3034",4,75844,"species","Botrychium ascendens","native",""
"3035",4,75846,"species","Botrychium lineare","native",""
"3036",4,75879,"species","Brickellia microphylla","native",""
"3037",4,76014,"species","Carex arcta","native",""
"3038",4,76117,"species","Carex subnigricans","native",""
"3039",4,76718,"species","Drymocallis lactea","native",""
"3040",4,76758,"species","Echinochloa muricata","native",""
"3041",4,76771,"species","Eleocharis bella","native",""
"3042",4,76780,"species","Eleocharis ovata","native",""
"3043",4,77145,"species","Festuca subulata","native",""
"3044",4,77186,"species","Galium bifolium","native",""
"3045",4,77213,"species","Galium serpenticum","native",""
"3046",4,77232,"species","Gayophytum heterozygum","native",""
"3047",4,77265,"species","Geum aleppicum","native",""
"3048",4,77292,"species","Glyceria leptostachya","native",""
"3049",4,77293,"species","Glyceria striata","native",""
"3050",4,77296,"species","Glyptopleura marginata","native",""
"3051",4,77360,"species","Helianthus petiolaris","native",""
"3052",4,77443,"species","Horkelia sericata","native",""
"3053",4,77917,"species","Lysimachia thyrsiflora","native",""
"3054",4,77963,"species","Marsilea oligospora","native",""
"3055",4,77984,"species","Melica spectabilis","native",""
"3056",4,78181,"species","Navarretia heterandra","native",""
"3057",4,78296,"species","Osmorhiza purpurea","native",""
"3058",4,78585,"species","Pinus flexilis","native",""
"3059",4,78594,"species","Plagiobothrys austiniae","native",""
"3060",4,78619,"species","Plantago pusilla","native",""
"3061",4,78650,"species","Poa palustris","native",""
"3062",4,78716,"species","Potamogeton robbinsii","native",""
"3063",4,78923,"species","Sagina saginoides","native",""
"3064",4,79216,"species","Stephanomeria paniculata","native",""
"3065",4,79347,"species","Thelypodium brachycarpum","native",""
"3066",4,79371,"species","Tonestus lyallii","native",""
"3067",4,83073,"species","Solidago gigantea","native",""
"3068",4,83540,"species","Dryas drummondii","native",""
"3069",4,117323,"species","Penstemon pratensis","native",""
"3070",4,118750,"species","Ribes triste","native",""
"3071",4,130545,"species","Bistorta vivipara","native",""
"3072",4,143781,"species","Cotinus obovatus","native",""
"3073",4,148953,"species","Dichanthelium lanuginosum","native",""
"3074",4,159231,"species","Betula pumila","native",""
"3075",4,159903,"species","Carex capillaris","native",""
"3076",4,159918,"species","Carex cordillerana","native",""
"3077",4,160007,"species","Carex macrochaeta","native",""
"3078",4,161381,"species","Cymopterus longipes","native",""
"3079",4,162480,"species","Erigeron grandiflorus","native",""
"3080",4,165320,"species","Mentzelia mollis","native",""
"3081",4,166595,"species","Phacelia minutissima","native",""
"3082",4,168369,"species","Salix vestita","native",""
"3083",4,204252,"species","Bidens beckii","native",""
"3084",4,359569,"species","Descurainia longepedicellata","native",""
"3085",4,361652,"species","Graphephorum wolfii","native",""
"3086",4,601921,"species","Erythranthe pulsiferae","native",""
"3087",4,738531,"species","Askellia pygmaea","native",""
"3088",4,802458,"species","Aphyllon californicum","native",""
"3089",4,862101,"species","Ranunculus longirostris","native",""
"3090",4,1113376,"hybrid","Toxicodendron × lobadioides","native",""
"3091",4,1224699,"species","Eriocoma richardsonii","native",""
"3092",4,1373940,"species","Carex pachycarpa","native",""
"3093",3,47159,"species","Schoenoplectus californicus","native",""
"3094",3,49883,"species","Betula papyrifera","native",""
"3095",3,53077,"species","Pseudognaphalium californicum","native",""
"3096",3,53206,"species","Senecio aronicoides","native",""
"3097",3,53901,"species","Trifolium fucatum","native",""
"3098",3,54795,"species","Sassafras albidum","native",""
"3099",3,54844,"species","Salix discolor","native",""
"3100",3,57016,"species","Crassula connata","native",""
"3101",3,57909,"species","Ambrosia acanthicarpa","native",""
"3102",3,58803,"species","Brickellia californica","native",""
"3103",3,59045,"species","Carex barbarae","native",""
"3104",3,59050,"species","Carex serratodens","native",""
"3105",3,60119,"species","Eryngium articulatum","native",""
"3106",3,60121,"species","Hydrocotyle verticillata","native",""
"3107",3,60139,"species","Layia chrysanthemoides","native",""
"3108",3,60234,"species","Samolus parviflorus","native",""
"3109",3,60389,"species","Gentianella amarella","native",""
"3110",3,61034,"species","Myriophyllum sibiricum","native",""
"3111",3,61090,"species","Ruppia maritima","native",""
"3112",3,68053,"species","Vitis labrusca","native",""
"3113",3,70010,"species","Viola canadensis","native",""
"3114",3,71142,"species","Bromus maritimus","native",""
"3115",3,75398,"species","Amaranthus powellii","native",""
"3116",3,75436,"species","Androsace septentrionalis","native",""
"3117",3,75495,"species","Arabis mcdonaldiana","native",""
"3118",3,75563,"species","Aristida purpurea","native",""
"3119",3,75734,"species","Bacopa rotundifolia","native",""
"3120",3,75848,"species","Botrychium montanum","native",""
"3121",3,75935,"species","Callitriche heterophylla","native",""
"3122",3,75942,"species","Calochortus persistens","native",""
"3123",3,76015,"species","Carex atherodes","native",""
"3124",3,76021,"species","Carex buxbaumii","native",""
"3125",3,76031,"species","Carex diandra","native",""
"3126",3,76069,"species","Carex leptalea","native",""
"3127",3,76092,"species","Carex petasata","native",""
"3128",3,76093,"species","Carex phaeocephala","native",""
"3129",3,76095,"species","Carex praticola","native",""
"3130",3,76104,"species","Carex scoparia","native",""
"3131",3,76107,"species","Carex serpenticola","native",""
"3132",3,76118,"species","Carex tahoensis","native",""
"3133",3,76489,"species","Cryptantha affinis","native",""
"3134",3,76799,"species","Elymus lanceolatus","native",""
"3135",3,76862,"species","Eremogone kingii","native",""
"3136",3,76948,"species","Erigeron vagus","native",""
"3137",3,77144,"species","Festuca saximontana","native",""
"3138",3,77242,"species","Gentiana plurisetosa","native",""
"3139",3,77565,"species","Juncus drummondii","native",""
"3140",3,77893,"species","Lupinus tracyi","native",""
"3141",3,77899,"species","Luzula spicata","native",""
"3142",3,77942,"species","Malacothrix sonchoides","native",""
"3143",3,77978,"species","Melica aristata","native",""
"3144",3,78176,"species","Navarretia capillaris","native",""
"3145",3,78387,"species","Peltandra virginica","native",""
"3146",3,78433,"species","Perideridia bolanderi","native",""
"3147",3,78491,"species","Phacelia hydrophylloides","native",""
"3148",3,78709,"species","Potamogeton epihydrus","native",""
"3149",3,78717,"species","Potamogeton zosteriformis","native",""
"3150",3,78911,"species","Rumex triangulivalvis","native",""
"3151",3,78953,"species","Salix tracyi","native",""
"3152",3,79107,"species","Silene grayi","native",""
"3153",3,79132,"species","Smelowskia ovalis","native",""
"3154",3,79321,"species","Tauschia glauca","native",""
"3155",3,79377,"species","Townsendia scapigera","native",""
"3156",3,79496,"species","Veronica catenata","native",""
"3157",3,117440,"species","Eutrochium maculatum","native",""
"3158",3,143679,"species","Antennaria lanata","native",""
"3159",3,158557,"species","Arceuthobium cyanocarpum","native",""
"3160",3,159337,"species","Botrychium pedunculosum","native",""
"3161",3,160057,"species","Carex paysonis","native",""
"3162",3,162281,"species","Elymus hirsutus","native",""
"3163",3,162713,"species","Erysimum asperum","native",""
"3164",3,164516,"species","Lepidium davisii","native",""
"3165",3,165392,"species","Mimetanthe pilosa","native",""
"3166",3,166444,"species","Penstemon strictus","native",""
"3167",3,166712,"species","Phlox multiflora","native",""
"3168",3,166761,"species","Phyllospadix serrulatus","native",""
"3169",3,167421,"species","Primula cusickiana","native",""
"3170",3,181829,"hybrid","Platanthera × estesii","native",""
"3171",3,200054,"species","Euphorbia serpens","native",""
"3172",3,204169,"species","Trichophorum cespitosum","native",""
"3173",3,204239,"species","Anthoxanthum hirtum","native",""
"3174",3,291533,"species","Oxalis tetraphylla","native",""
"3175",3,505600,"species","Piptatheropsis exigua","native",""
"3176",3,517683,"species","Ranunculus reptans","native",""
"3177",3,741759,"species","Cymopterus petraeus","native",""
"3178",3,770883,"species","Oreocarya spiculifera","native",""
"3179",3,771817,"species","Diplacus congdonii","native",""
"3180",3,844024,"species","Microgilia minutiflora","native",""
"3181",3,1593093,"species","Euphrosyne xanthiifolia","native",""
"3182",2,48627,"species","Echinacea purpurea","native",""
"3183",2,50153,"species","Sphaeralcea ambigua","native",""
"3184",2,50629,"species","Erysimum occidentale","native",""
"3185",2,52542,"species","Calochortus leichtlinii","native",""
"3186",2,53124,"species","Lithophragma heterophyllum","native",""
"3187",2,53171,"species","Phacelia imbricata","native",""
"3188",2,53348,"species","Aesculus californica","native",""
"3189",2,54786,"species","Quercus shumardii","native",""
"3190",2,54834,"species","Prunus serotina","native",""
"3191",2,54842,"species","Salix amygdaloides","native",""
"3192",2,55909,"species","Hieracium umbellatum","native",""
"3193",2,56845,"species","Tauschia kelloggii","native",""
"3194",2,56963,"species","Hesperevax sparsiflora","native",""
"3195",2,57019,"species","Cuscuta californica","native",""
"3196",2,57702,"species","Cryptantha simulans","native",""
"3197",2,57706,"species","Plagiobothrys mollis","native",""
"3198",2,57716,"species","Plagiobothrys greenei","native",""
"3199",2,57880,"species","Chaenactis stevioides","native",""
"3200",2,58039,"species","Stephanomeria exigua","native",""
"3201",2,58061,"species","Pectocarya setosa","native",""
"3202",2,58065,"species","Plagiobothrys leptocladus","native",""
"3203",2,58188,"species","Mentha arvensis","native",""
"3204",2,58277,"species","Eriogonum maculatum","native",""
"3205",2,58356,"species","Allium peninsulare","native",""
"3206",2,58749,"species","Cornus amomum","native",""
"3207",2,58790,"species","Berula erecta","native",""
"3208",2,59094,"species","Muhlenbergia rigens","native",""
"3209",2,59781,"species","Allium unifolium","native",""
"3210",2,60149,"species","Psilocarphus oregonus","native",""
"3211",2,60313,"species","Sporobolus airoides","native",""
"3212",2,60523,"species","Silene lemmonii","native",""
"3213",2,61060,"species","Glyceria occidentalis","native",""
"3214",2,61888,"species","Crepis runcinata","native",""
"3215",2,62064,"species","Keckiella lemmonii","native",""
"3216",2,62684,"species","Scrophularia desertorum","native",""
"3217",2,75416,"species","Ammannia robusta","native",""
"3218",2,75615,"species","Astragalus agrestis","native",""
"3219",2,75675,"species","Astragalus platytropis","native",""
"3220",2,75797,"species","Boechera lemmonii","native",""
"3221",2,75801,"species","Boechera pauciflora","native",""
"3222",2,75845,"species","Botrychium crenulatum","native",""
"3223",2,75880,"species","Brickellia oblongifolia","native",""
"3224",2,76008,"species","Carex abrupta","native",""
"3225",2,76024,"species","Carex capitata","native",""
"3226",2,76043,"species","Carex gynodynama","native",""
"3227",2,76060,"species","Carex jonesii","native",""
"3228",2,76063,"species","Carex lasiocarpa","native",""
"3229",2,76066,"species","Carex lenticularis","native",""
"3230",2,76068,"species","Carex leporinella","native",""
"3231",2,76129,"species","Carex whitneyi","native",""
"3232",2,76294,"species","Chloris verticillata","native",""
"3233",2,76583,"species","Cyperus bipartitus","native",""
"3234",2,76634,"species","Delphinium stachydeum","native",""
"3235",2,76697,"species","Draba densifolia","native",""
"3236",2,76705,"species","Draba novolympica","native",""
"3237",2,76773,"species","Eleocharis bolanderi","native",""
"3238",2,76785,"species","Eleocharis quinqueflora","native",""
"3239",2,76806,"species","Elymus smithii","native",""
"3240",2,76973,"species","Eriogonum cernuum","native",""
"3241",2,77024,"species","Eriogonum pusillum","native",""
"3242",2,77187,"species","Galium bolanderi","native",""
"3243",2,77205,"species","Galium mexicanum","native",""
"3244",2,77207,"species","Galium multiflorum","native",""
"3245",2,77233,"species","Gayophytum humile","native",""
"3246",2,77321,"species","Hackelia cusickii","native",""
"3247",2,77324,"species","Hackelia mundula","native",""
"3248",2,77408,"species","Heuchera rubescens","native",""
"3249",2,77445,"species","Horkelia tridentata","native",""
"3250",2,77459,"species","Hosackia stipularis","native",""
"3251",2,77461,"species","Howellia aquatilis","native",""
"3252",2,77514,"species","Isoetes occidentalis","native",""
"3253",2,77573,"species","Juncus hemiendytus","native",""
"3254",2,77588,"species","Juncus oxymeris","native",""
"3255",2,77623,"species","Landoltia punctata","native",""
"3256",2,77655,"species","Lemna trisulca","native",""
"3257",2,77702,"species","Leptosiphon septentrionalis","native",""
"3258",2,77745,"species","Lilium kelloggii","native",""
"3259",2,77878,"species","Lupinus nevadensis","native",""
"3260",2,77981,"species","Melica fugax","native",""
"3261",2,78158,"species","Myriophyllum verticillatum","native",""
"3262",2,78456,"species","Persicaria punctata","native",""
"3263",2,78493,"species","Phacelia inundata","native",""
"3264",2,78542,"species","Phlox austromontana","native",""
"3265",2,78549,"species","Phlox muscoides","native",""
"3266",2,78637,"species","Poa confinis","native",""
"3267",2,78652,"species","Poa pringlei","native",""
"3268",2,78662,"species","Pogogyne floribunda","native",""
"3269",2,78664,"species","Polanisia dodecandra","native",""
"3270",2,78685,"species","Polygonum majus","native",""
"3271",2,78714,"species","Potamogeton pusillus","native",""
"3272",2,78798,"species","Pyrrocoma lanceolata","native",""
"3273",2,78823,"species","Ranunculus flabellaris","native",""
"3274",2,78907,"species","Rumex paucifolius","native",""
"3275",2,78950,"species","Salix petrophila","native",""
"3276",2,78951,"species","Salix planifolia","native",""
"3277",2,79101,"species","Silene bernardina","native",""
"3278",2,79137,"species","Solanum elaeagnifolium","native",""
"3279",2,79155,"species","Solidago velutina","native",""
"3280",2,79192,"species","Stachys pilosa","native",""
"3281",2,79352,"species","Thelypodium milleflorum","native",""
"3282",2,79473,"species","Vahlodea atropurpurea","native",""
"3283",2,84364,"species","Chasmanthium latifolium","native",""
"3284",2,118730,"species","Zizania aquatica","native",""
"3285",2,118736,"species","Triplasis purpurea","native",""
"3286",2,120507,"species","Euphorbia marginata","native",""
"3287",2,122869,"species","Cucurbita moschata","native",""
"3288",2,127215,"species","Eriophorum angustifolium","native",""
"3289",2,130324,"species","Suksdorfia ranunculifolia","native",""
"3290",2,133038,"species","Penthorum sedoides","native",""
"3291",2,142654,"species","Rudbeckia fulgida","native",""
"3292",2,143421,"species","Castilleja thompsonii","native",""
"3293",2,143696,"species","Huperzia occidentalis","native",""
"3294",2,152986,"species","Nama lobbii","native",""
"3295",2,158365,"species","Anemone parviflora","native",""
"3296",2,158406,"species","Antennaria anaphaloides","native",""
"3297",2,158944,"species","Astragalus mulfordiae","native",""
"3298",2,159006,"species","Astragalus spaldingii","native",""
"3299",2,159332,"species","Botrychium hesperium","native",""
"3300",2,160060,"species","Carex pelocarpa","native",""
"3301",2,164921,"species","Lupinus prunophilus","native",""
"3302",2,167076,"species","Poa alpina","native",""
"3303",2,168347,"species","Salix pedicellaris","native",""
"3304",2,181658,"hybrid","Pinus × attenuradiata","native",""
"3305",2,361653,"species","Potentilla supina","native",""
"3306",2,452263,"species","Isoetes minima","native",""
"3307",2,481709,"species","Myriopteris gracilis","native",""
"3308",2,505348,"species","Erythranthe inflatula","native",""
"3309",2,770858,"species","Oreocarya humilis","native",""
"3310",2,836858,"species","Sabulina cismontana","native",""
"3311",2,867365,"species","Rhus trilobata","native",""
"3312",2,924157,"species","Carex myosuroides","native",""
"3313",2,931679,"species","Oxybasis rubra","native",""
"3314",2,983070,"species","Lactuca pulchella","native",""
"3315",2,1351324,"species","Heterotheca hispida","native",""
"3316",2,1377294,"species","Diplachne fusca","native",""
"3317",2,1392347,"species","Viola minuscula","native",""
"3318",2,1412639,"species","Dichanthelium scribnerianum","native",""
"3319",2,1490937,"species","Doellingeria tomentella","native",""
"3320",2,1591902,"species","Cryptantha hendersonii","native",""
"3321",1,47325,"species","Collinsia heterophylla","native",""
"3322",1,48629,"species","Prunus americana","native",""
"3323",1,49884,"species","Betula populifolia","native",""
"3324",1,50612,"species","Lupinus nanus","native",""
"3325",1,50639,"species","Solanum umbelliferum","native",""
"3326",1,51099,"species","Allophyllum gilioides","native",""
"3327",1,52120,"species","Populus fremontii","native",""
"3328",1,52899,"species","Solanum carolinense","native",""
"3329",1,53063,"species","Galium porrigens","native",""
"3330",1,53437,"species","Rosa californica","native",""
"3331",1,54805,"species","Fraxinus americana","native",""
"3332",1,54817,"species","Crataegus chrysocarpa","native",""
"3333",1,54838,"species","Populus balsamifera","native",""
"3334",1,56841,"species","Sanicula laciniata","native",""
"3335",1,56953,"species","Grindelia camporum","native",""
"3336",1,56989,"species","Cryptantha flaccida","native",""
"3337",1,57007,"species","Stellaria nitens","native",""
"3338",1,57047,"species","Acmispon brachycarpus","native",""
"3339",1,57050,"species","Acmispon wrangelianus","native",""
"3340",1,57074,"species","Trifolium barbigerum","native",""
"3341",1,57110,"species","Juncus xiphioides","native",""
"3342",1,57239,"species","Ranunculus hebecarpus","native",""
"3343",1,57697,"species","Cryptantha torreyana","native",""
"3344",1,57893,"species","Amaranthus albus","native",""
"3345",1,58059,"species","Pectocarya penicillata","native",""
"3346",1,58083,"species","Lepidium lasiocarpum","native",""
"3347",1,58111,"species","Atriplex argentea","native",""
"3348",1,58203,"species","Malvella leprosa","native",""
"3349",1,58264,"species","Chorizanthe watsonii","native",""
"3350",1,58774,"species","Amaranthus blitoides","native",""
"3351",1,58879,"species","Chenopodium berlandieri","native",""
"3352",1,58894,"species","Euphorbia spathulata","native",""
"3353",1,59064,"species","Eleocharis macrostachya","native",""
"3354",1,59076,"species","Lemna minuta","native",""
"3355",1,59099,"species","Polypogon interruptus","native",""
"3356",1,59107,"species","Potamogeton foliosus","native",""
"3357",1,59561,"species","Ipomoea tricolor","native",""
"3358",1,59789,"species","Silene scouleri","native",""
"3359",1,59792,"species","Scutellaria siphocampyloides","native",""
"3360",1,60110,"species","Isoetes orcuttii","native",""
"3361",1,60140,"species","Layia fremontii","native",""
"3362",1,60245,"species","Gratiola heterosepala","native",""
"3363",1,60989,"species","Cerastium viride","native",""
"3364",1,61181,"species","Thermopsis californica","native",""
"3365",1,61194,"species","Toxicoscordion fontanum","native",""
"3366",1,62212,"species","Carex pseudocyperus","native",""
"3367",1,62651,"species","Lycopus asper","native",""
"3368",1,62700,"species","Pedicularis semibarbata","native",""
"3369",1,63913,"species","Lemna gibba","native",""
"3370",1,64103,"species","Agave americana","native",""
"3371",1,68032,"species","Glyceria canadensis","native",""
"3372",1,68561,"species","Ericameria suffruticosa","native",""
"3373",1,68884,"species","Phlox subulata","native",""
"3374",1,75329,"species","Aliciella micromeria","native",""
"3375",1,75333,"species","Alisma gramineum","native",""
"3376",1,75421,"species","Amphiscirpus nevadensis","native",""
"3377",1,75467,"species","Antennaria microphylla","native",""
"3378",1,75576,"species","Arnica nevadensis","native",""
"3379",1,75703,"species","Atriplex gardneri","native",""
"3380",1,75705,"species","Atriplex gmelinii","native",""
"3381",1,75725,"species","Azolla microphylla","native",""
"3382",1,75768,"species","Bidens vulgata","native",""
"3383",1,75788,"species","Boechera divaricarpa","native",""
"3384",1,75849,"species","Botrychium paradoxum","native",""
"3385",1,75899,"species","Bromus ciliatus","native",""
"3386",1,75927,"species","Calamagrostis koelerioides","native",""
"3387",1,75930,"species","Calamagrostis stricta","native",""
"3388",1,76018,"species","Carex bolanderi","native",""
"3389",1,76019,"species","Carex brainerdii","native",""
"3390",1,76029,"species","Carex davyi","native",""
"3391",1,76057,"species","Carex integra","native",""
"3392",1,76082,"species","Carex nervina","native",""
"3393",1,76125,"species","Carex vallicola","native",""
"3394",1,76218,"species","Cerastium beeringianum","native",""
"3395",1,76274,"species","Chenopodium fremontii","native",""
"3396",1,76278,"species","Chenopodium leptophyllum","native",""
"3397",1,76468,"species","Crataegus castlegarensis","native",""
"3398",1,76476,"species","Crepis monticola","native",""
"3399",1,76517,"species","Cryptantha milobakeri","native",""
"3400",1,76535,"species","Cryptantha watsonii","native",""
"3401",1,76544,"species","Cuscuta brachycalyx","native",""
"3402",1,76557,"species","Cuscuta suksdorfii","native",""
"3403",1,76643,"species","Descurainia incisa","native",""
"3404",1,76687,"species","Draba albertina","native",""
"3405",1,76707,"species","Draba praealta","native",""
"3406",1,76792,"species","Elodea bifoliata","native",""
"3407",1,76818,"species","Enemion occidentale","native",""
"3408",1,76827,"species","Epilobium campestre","native",""
"3409",1,76838,"species","Epilobium oreganum","native",""
"3410",1,76923,"species","Erigeron karvinskianus","native",""
"3411",1,76945,"species","Erigeron tener","native",""
"3412",1,76998,"species","Eriogonum hookeri","native",""
"3413",1,77069,"species","Erysimum concinnum","native",""
"3414",1,77141,"species","Festuca octoflora","native",""
"3415",1,77209,"species","Galium muricatum","native",""
"3416",1,77229,"species","Gayophytum decipiens","native",""
"3417",1,77235,"species","Gayophytum racemosum","native",""
"3418",1,77251,"species","Geranium bicknellii","native",""
"3419",1,77287,"species","Glyceria borealis","native",""
"3420",1,77291,"species","Glyceria grandis","native",""
"3421",1,77318,"species","Hackelia bella","native",""
"3422",1,77322,"species","Hackelia floribunda","native",""
"3423",1,77343,"species","Hazardia whitneyi","native",""
"3424",1,77352,"species","Helianthus bolanderi","native",""
"3425",1,77369,"species","Hesperevax acaulis","native",""
"3426",1,77476,"species","Hymenoxys cooperi","native",""
"3427",1,77556,"species","Juncus bryoides","native",""
"3428",1,77561,"species","Juncus covillei","native",""
"3429",1,77563,"species","Juncus diffusissimus","native",""
"3430",1,77587,"species","Juncus orthophyllus","native",""
"3431",1,77632,"species","Lathrocasis tenerrima","native",""
"3432",1,77635,"species","Lathyrus brownii","native",""
"3433",1,77693,"species","Leptosiphon minimus","native",""
"3434",1,77737,"species","Ligusticum californicum","native",""
"3435",1,77886,"species","Lupinus pusillus","native",""
"3436",1,77985,"species","Melica stricta","native",""
"3437",1,78023,"species","Micranthes californica","native",""
"3438",1,78082,"species","Mirabilis laevis","native",""
"3439",1,78152,"species","Myosurus apetalus","native",""
"3440",1,78160,"species","Najas flexilis","native",""
"3441",1,78163,"species","Najas guadalupensis","native",""
"3442",1,78199,"species","Nemacladus capillaris","native",""
"3443",1,78212,"species","Nemophila breviflora","native",""
"3444",1,78304,"species","Oxypolis occidentalis","native",""
"3445",1,78405,"species","Penstemon janishiae","native",""
"3446",1,78608,"species","Plagiobothrys salsus","native",""
"3447",1,78610,"species","Plagiobothrys shastensis","native",""
"3448",1,78617,"species","Plantago eriopoda","native",""
"3449",1,78645,"species","Poa leptocoma","native",""
"3450",1,78677,"species","Polygonum austiniae","native",""
"3451",1,78708,"species","Potamogeton diversifolius","native",""
"3452",1,78710,"species","Potamogeton gramineus","native",""
"3453",1,78762,"species","Pseudognaphalium macounii","native",""
"3454",1,78878,"species","Rorippa sphaerocarpa","native",""
"3455",1,78880,"species","Rosa bridgesii","native",""
"3456",1,78935,"species","Salix brachycarpa","native",""
"3457",1,78948,"species","Salix nivalis","native",""
"3458",1,78987,"species","Saxifragopsis fragarioides","native",""
"3459",1,79079,"species","Sidalcea asprella","native",""
"3460",1,79102,"species","Silene bolanderi","native",""
"3461",1,79127,"species","Sisyrinchium halophilum","native",""
"3462",1,79146,"species","Solanum xanti","native",""
"3463",1,79158,"species","Sorbus californica","native",""
"3464",1,79162,"species","Sparganium natans","native",""
"3465",1,79168,"species","Spergularia canadensis","native",""
"3466",1,79169,"species","Spergularia marina","native",""
"3467",1,79199,"species","Stellaria borealis","native",""
"3468",1,79200,"species","Stellaria calycantha","native",""
"3469",1,79202,"species","Stellaria longifolia","native",""
"3470",1,79286,"species","Suaeda nigra","native",""
"3471",1,79338,"species","Tetrapteron graciliflorum","native",""
"3472",1,79342,"species","Thalictrum alpinum","native",""
"3473",1,79344,"species","Thalictrum sparsiflorum","native",""
"3474",1,79357,"species","Thermopsis robusta","native",""
"3475",1,79379,"species","Toxicoscordion exaltatum","native",""
"3476",1,79390,"species","Trianthema portulacastrum","native",""
"3477",1,79410,"species","Trifolium beckwithii","native",""
"3478",1,79436,"species","Triglochin palustris","native",""
"3479",1,79475,"species","Valeriana occidentalis","native",""
"3480",1,79546,"species","Zannichellia palustris","native",""
"3481",1,79554,"species","Zizania palustris","native",""
"3482",1,82560,"species","Cryptogramma stelleri","native",""
"3483",1,84160,"species","Nelumbo lutea","native",""
"3484",1,84724,"species","Spiraea betulifolia","native",""
"3485",1,85313,"species","Physostegia virginiana","native",""
"3486",1,118784,"species","Equisetum variegatum","native",""
"3487",1,121784,"species","Aquilegia chrysantha","native",""
"3488",1,125727,"species","Panicum virgatum","native",""
"3489",1,126251,"species","Coptis trifolia","native",""
"3490",1,126300,"species","Ipomoea hederifolia","native",""
"3491",1,127278,"species","Rumex hastatulus","native",""
"3492",1,128693,"species","Salvia reflexa","native",""
"3493",1,128808,"species","Salix eriocephala","native",""
"3494",1,129000,"species","Elymus canadensis","native",""
"3495",1,130192,"species","Helianthus maximiliani","native",""
"3496",1,144238,"species","Isoetes tenella","native",""
"3497",1,159022,"species","Astragalus toanus","native",""
"3498",1,159305,"species","Boltonia asteroides","native",""
"3499",1,159602,"species","Bupleurum americanum","native",""
"3500",1,159916,"species","Carex concinna","native",""
"3501",1,159972,"species","Carex hirsutella","native",""
"3502",1,160034,"species","Carex nardina","native",""
"3503",1,160096,"species","Carex saxatilis","native",""
"3504",1,160120,"species","Carex sychnocephala","native",""
"3505",1,160354,"species","Ceratophyllum echinatum","native",""
"3506",1,161082,"species","Crataegus rivularis","native",""
"3507",1,161280,"species","Cuscuta pentagona","native",""
"3508",1,161431,"species","Cyperus diandrus","native",""
"3509",1,162080,"species","Dracocephalum parviflorum","native",""
"3510",1,163276,"species","Geum rossii","native",""
"3511",1,163705,"species","Hesperostipa neomexicana","native",""
"3512",1,164262,"species","Juncus filiformis","native",""
"3513",1,165493,"species","Moehringia lateriflora","native",""
"3514",1,165603,"species","Myriophyllum heterophyllum","native",""
"3515",1,165812,"species","Oenothera parviflora","native",""
"3516",1,166025,"species","Oxytropis sericea","native",""
